ID_MATRICULA;DT_NASCIMENTO;ESTADO_CIVIL;SEXO;DEFICIENCIA;COR_ETNIA;CIDADE_ORIGEM;CODIGO_CURSO;VERSAO_CURSO;DT_INGRESSO;FORMA_INGRESSO;MODALIDADE_INGRESSO;ANO_INGRESSO;PERIODO_INGRESSO;FORMA_EVASAO;DATA_EVASAO;DT_CONCLUSAO
2606;16/07/1998;Outros;M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;01/02/2016;
2607;20/08/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Abandono;15/02/2019;
2608;13/09/1994;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;;
2609;05/12/1996;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 4 - Escola Pública/independente de renda;2015;2° Semestre;Desistente Oficial;04/07/2016;
2610;28/10/1993;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2015;2° Semestre;Aluno com Vínculo;;
2611;03/03/1989;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2015;2° Semestre;Abandono;15/02/2019;
2612;11/12/1996;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;25/07/2018;
2613;04/01/1998;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2015;2° Semestre;Abandono;29/11/2021;
2614;21/04/1999;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;2012-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2015;2° Semestre;Aluno com Vínculo;;
2615;30/12/1998;Solteiro(a);M;;Parda;Uberlândia;1452BI;2012-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2015;2° Semestre;Formado;23/12/2020;23/12/2020
2616;09/08/1997;Solteiro(a);M;;Branca;Uberlândia;1452BI;2012-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;03/02/2017;
2617;07/01/1997;Solteiro(a);M;;Parda;Uberlândia;1452BI;2012-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2015;2° Semestre;Aluno com Vínculo;;
2618;09/12/1997;Solteiro(a);M;;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2015;2° Semestre;Aluno com Vínculo;;
2619;16/10/1992;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Aluno com Vínculo;;
2620;26/05/1998;Solteiro(a);F;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 4 - Escola Pública/independente de renda;2015;2° Semestre;Formado;13/07/2019;13/07/2019
2621;13/09/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Abandono;15/02/2019;
2622;30/12/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;19/02/2019;
2623;25/11/1997;Solteiro(a);M;Deficiência Visual (baixa visão);Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;18/07/2016;
2624;03/04/1996;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Formado;10/12/2019;10/12/2019
2625;16/11/1995;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 4 - Escola Pública/independente de renda;2015;2° Semestre;Formado;20/08/2022;20/08/2022
2626;12/05/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Transferência Interna;;
2627;01/09/1993;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Formado;30/06/2018;30/06/2018
2628;28/10/1992;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2015;2° Semestre;Aluno com Vínculo;;
2629;02/09/1997;Solteiro(a);M;;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2015;2° Semestre;Aluno com Vínculo;;
2630;10/03/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Aluno com Vínculo;;
2631;31/03/1990;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2015;2° Semestre;Abandono;15/02/2019;
2632;01/02/1999;Solteiro(a);F;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 4 - Escola Pública/independente de renda;2015;2° Semestre;Aluno com Vínculo;;
2633;23/06/1991;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2015;2° Semestre;Aluno com Vínculo;;
2634;27/03/1997;Solteiro(a);M;;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2015;2° Semestre;Aluno com Vínculo;;
2635;18/09/1996;Solteiro(a);M;;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2015;2° Semestre;Aluno com Vínculo;;
2636;26/12/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;03/08/2017;
2637;14/12/1995;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Aluno com Vínculo;;
2638;21/06/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2015;2° Semestre;Formado;06/11/2021;06/11/2021
2639;13/04/1998;Solteiro(a);F;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2015;2° Semestre;Aluno com Vínculo;;
2640;12/05/1997;Solteiro(a);M;;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;10/04/2017;
2641;31/03/1994;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2015;2° Semestre;Abandono;15/02/2019;
2642;05/01/1995;Solteiro(a);F;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Formado;14/07/2018;14/07/2018
2643;18/12/1997;Solteiro(a);M;;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Aluno com Vínculo;;
2644;06/11/1991;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Abandono;;
2645;15/05/1992;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Formado;21/12/2019;21/12/2019
2646;01/06/1994;Casado(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;21/09/2015;Processo Seletivo: Vestibular;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2015;2° Semestre;Aluno com Vínculo;;
2647;29/04/1994;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;2012-1;09/09/2015;Mobilidade Acadêmica;Não se aplica;2015;2° Semestre;Desligamento;31/03/2016;
2648;23/05/1992;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;115728BN;2016-1;25/08/2015;Processo Seletivo: Transfer. Ex-Officio;Não se aplica;2015;2° Semestre;Jubilamento;;
2649;26/04/1996;Solteiro(a);F;;Preta/Negra;Uberlândia;115728BN;2016-1;14/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Formado;22/12/2021;22/12/2021
2650;09/11/1997;Solteiro(a);M;;Preta/Negra;Uberlândia;1137717BI;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2015;2° Semestre;Aluno com Vínculo;;
2651;23/01/1996;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Abandono;;
2652;21/05/1988;Solteiro(a);F;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;19/08/2020;
2653;03/04/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Aluno com Vínculo;;
2654;23/06/1994;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;17/08/2017;
2655;26/08/1986;Casado(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;2012-1;19/02/2016;Processo Seletivo: Port. Dipl. Curso Sup;Não se aplica;2016;1° Semestre;Aluno com Vínculo;;
2656;25/09/1995;Solteiro(a);F;Não possui deficiência;Amarela;Uberlândia;115728BN;2016-1;19/02/2016;Processo Seletivo: Transferência Facultativa;Não se aplica;2016;1° Semestre;Aluno com Vínculo;;
2657;27/11/1995;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;19/02/2016;Processo Seletivo: Transferência Facultativa;Não se aplica;2016;1° Semestre;Aluno com Vínculo;;
2658;29/07/1974;Outros;M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;19/02/2016;Processo Seletivo: Transferência Facultativa;Não se aplica;2016;1° Semestre;Abandono;29/11/2021;
2659;18/02/1989;Solteiro(a);F;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;19/02/2016;Processo Seletivo: Transferência Facultativa;Não se aplica;2016;1° Semestre;Formado;18/01/2019;18/01/2019
2660;21/07/1993;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;19/02/2016;Processo Seletivo: Transferência Facultativa;Não se aplica;2016;1° Semestre;Formado;25/07/2019;25/07/2019
2661;06/11/1996;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;2012-1;19/02/2016;Processo Seletivo: Transferência Facultativa;Não se aplica;2016;1° Semestre;Transferência Interna;;
2662;20/09/1993;Solteiro(a);M;;Não declarada;Uberlândia;1452BI;2012-1;19/02/2016;Processo Seletivo: Transferência Interna;Não se aplica;2016;1° Semestre;Formado;23/09/2022;20/08/2022
2663;25/05/1984;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Abandono;;
2664;03/04/1998;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;2012-1;22/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Aluno com Vínculo;;
2665;11/11/1998;Solteiro(a);M;;Branca;Uberlândia;1452BI;2012-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Formado;20/08/2022;20/08/2022
2666;04/08/1998;Solteiro(a);F;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;22/02/2016;Processo Seletivo: SISU;Modalidade 4 - Escola Pública/independente de renda;2016;1° Semestre;Formado;23/12/2020;23/12/2020
2667;21/11/1992;Casado(a);F;;Branca;Uberlândia;1452BI;2012-1;22/02/2016;Processo Seletivo: SISU;Modalidade 4 - Escola Pública/independente de renda;2016;1° Semestre;Desistente Oficial;10/12/2018;
2668;17/06/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Desistente Oficial;04/07/2016;
2669;06/01/1998;Solteiro(a);M;;Parda;Uberlândia;1452BI;2012-1;22/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Desistente Oficial;06/02/2017;
2670;11/04/1996;Não informado;M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;22/02/2016;Processo Seletivo: SISU;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2016;1° Semestre;Desistente Oficial;13/06/2016;
2671;06/08/1991;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;19/02/2016;Processo Seletivo: Port. Dipl. Curso Sup;Não se aplica;2016;1° Semestre;Abandono;29/11/2021;
2672;29/01/1990;Não informado;M;Não possui deficiência;Não declarada;Uberlândia;1452BI;2012-1;19/02/2016;Processo Seletivo: Port. Dipl. Curso Sup;Não se aplica;2016;1° Semestre;Abandono;15/02/2019;
2673;21/01/1998;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Abandono;29/11/2021;
2674;02/06/1998;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Desistente Oficial;24/02/2017;
2675;28/04/1988;Solteiro(a);M;Não possui deficiência;Preta/Negra;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2016;1° Semestre;Abandono;15/02/2019;
2676;17/10/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
2677;11/09/1998;Solteiro(a);F;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
2678;21/04/1987;Casado(a);M;Não possui deficiência;Não declarada;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 4 - Escola Pública/independente de renda;2016;1° Semestre;Aluno com Vínculo;;
2679;07/12/1989;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;2012-1;22/02/2016;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2016;1° Semestre;Desistente Oficial;06/02/2018;
2680;16/07/1998;Outros;M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
2681;02/03/1998;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;2012-1;22/02/2016;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2016;1° Semestre;Abandono;29/11/2021;
2682;12/07/1984;Casado(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
2683;20/02/1995;Não informado;M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Abandono;15/02/2019;
2684;16/03/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Abandono;15/02/2019;
2685;24/02/1988;Solteiro(a);M;Deficiência Física (Monoparesia);Preta/Negra;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Desistente Oficial;18/01/2019;
2686;22/01/1998;Estado Civil;M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
2687;09/12/1996;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Desistente Oficial;02/03/2017;
2688;02/12/1998;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 4 - Escola Pública/independente de renda;2016;1° Semestre;Aluno com Vínculo;;
2689;02/04/1998;Solteiro(a);M;;Branca;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Desistente Oficial;24/08/2017;
2690;19/10/1998;Solteiro(a);M;;Parda;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Aluno com Vínculo;;
2691;12/01/1998;Solteiro(a);F;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Formado;21/06/2021;21/06/2021
2692;10/06/1998;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Formado;02/04/2022;02/04/2022
2693;08/08/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;2012-1;24/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Desistente Oficial;17/02/2017;
2694;10/11/1998;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;24/02/2016;Processo Seletivo: SISU;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2016;1° Semestre;Formado;15/07/2021;15/07/2021
2695;12/02/1996;Solteiro(a);M;Não possui deficiência;Preta/Negra;Uberlândia;1452BI;2012-1;24/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Formado;21/06/2021;21/06/2021
2696;06/05/1994;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Formado;21/01/2021;21/01/2021
2697;11/12/1998;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;19/07/2016;Processo Seletivo: Vestibular;Modalidade 4 - Escola Pública/independente de renda;2016;2° Semestre;Desistente Oficial;23/07/2018;
2698;12/06/1995;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Desistente Oficial;04/02/2019;
2699;12/08/1998;Solteiro(a);M;;Branca;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Desistente Oficial;;
2700;18/01/1997;Solteiro(a);M;;Não declarada;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Desistente;20/08/2022;
2701;23/11/1997;Solteiro(a);M;;Branca;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 4 - Escola Pública/independente de renda;2016;1° Semestre;Aluno com Vínculo;;
2702;15/01/1994;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2016;1° Semestre;Abandono;15/02/2019;
2703;05/10/1998;Solteiro(a);F;;Branca;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Desistente Oficial;25/07/2018;
2704;28/08/1997;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Aluno com Vínculo;;
2705;28/11/1979;Casado(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2016;1° Semestre;Abandono;;
2706;07/12/1993;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
2707;16/05/1992;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
2708;27/10/1998;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
2709;24/04/1998;Solteiro(a);F;Não possui deficiência;Amarela;Uberlândia;1137717BI;2016-1;08/03/2016;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2016;1° Semestre;Abandono;29/11/2021;
2710;24/03/1995;Solteiro(a);F;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;08/03/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Abandono;15/02/2019;
2711;04/04/1989;Solteiro(a);M;Não possui deficiência;Preta/Negra;Uberlândia;115728BN;2016-1;08/03/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Aluno com Vínculo;;
2712;02/02/1998;Solteiro(a);M;Deficiência Visual (baixa visão);Parda;Uberlândia;1452BI;2012-1;08/03/2016;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2016;1° Semestre;Abandono;29/11/2021;
2713;02/10/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;08/03/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Formado;18/06/2021;18/06/2021
2714;11/08/1997;Solteiro(a);M;;Branca;Uberlândia;1137717BI;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2016;1° Semestre;Aluno com Vínculo;;
2715;18/12/1998;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1137717BI;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Abandono;;
2716;05/06/1992;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
2717;25/06/1992;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;115728BN;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2016;1° Semestre;Aluno com Vínculo;;
2718;14/10/1998;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;19/07/2016;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2016;2° Semestre;Formado;06/11/2021;06/11/2021
2719;17/06/1997;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;2012-1;19/07/2016;Processo Seletivo: Vestibular;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2016;2° Semestre;Desistente Oficial;23/07/2018;
2720;17/06/1997;Solteiro(a);M;;Parda;Uberlândia;1452BI;2012-1;19/07/2016;Processo Seletivo: Vestibular;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2016;2° Semestre;Aluno com Vínculo;;
